#140tc	2009060111	2009092218
1	1	2	1	1	3	4	4	2	10	5	11	4	1	5	6	2	4	2	6	5	5	2	1	3	3	1	3	5	6	4	9	9	4	14	7	8	5	22	19	32	30	62	24	22	8	7	1	2	1	2	3	2	1	3	4	3	9	4	3	7	3	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#FreeIran	2009053121	2010020820
5	2	1	3	6	1	2	2	5	13	2	4	4	2	2	2	1	3	9	7	6	10	1	1	1	2	2	1	1	2	1	3	15	40	28	16	17	15	141	21	25	494	77	31	15	23	12	1	3	3	1	5	4	8	8	12	23	28	15	13	42	14	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#HereWeGoAgain	2009053121	2009071415
2	4	7	1	4	2	1	3	3	3	6	2	1	2	1	1	1	2	1	3	6	1	2	1	1	1	1	11	1	4	1	1	2	2	1	1	3	2	1	3	69	92	125	69	78	86	87	50	12	2	8	3	3	2	7	1	1	2	2	1	4	3	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#Honduras:	2009053121	2010011819
7	1	5	3	4	2	2	1	3	3	1	2	5	5	6	2	3	2	4	6	10	9	6	1	4	4	4	11	10	2	13	4	4	4	8	11	7	5	13	8	12	70	133	95	36	20	25	8	3	4	4	3	2	2	1	5	2	13	16	8	10	5	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#Indians	2009053121	2010020820
5	2	1	3	6	1	2	4	5	13	2	4	4	2	2	2	2	4	9	7	6	10	1	1	1	2	2	1	2	4	1	3	15	42	28	16	17	15	141	22	25	494	78	31	15	23	12	1	4	3	1	5	5	9	8	12	23	28	15	13	42	14	15	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#Ira	2009053121	2010011020
5	7	4	1	3	1	1	2	4	4	8	8	10	7	7	2	4	7	10	9	10	5	9	4	3	1	3	3	2	7	4	4	6	27	28	23	29	32	34	21	48	93	121	222	111	76	43	21	16	15	7	9	6	9	11	11	15	24	17	9	15	16	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#Iremember	2009053121	2010011819
7	1	5	4	4	2	2	1	3	3	1	3	5	5	6	3	3	2	4	7	10	10	6	1	4	4	4	11	10	2	13	4	4	4	10	11	7	5	13	8	12	70	134	95	36	21	25	8	3	4	4	3	2	2	1	5	2	13	17	8	10	5	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#Kanye	2009053121	2010011021
7	4	1	3	1	1	2	4	4	9	8	10	7	7	2	4	8	10	9	10	5	10	4	3	1	4	3	2	7	4	4	7	28	29	23	29	32	34	21	48	93	121	223	112	76	43	21	16	15	7	9	6	10	11	11	15	24	17	9	15	16	14	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#LSU	2009053121	2010020819
3	6	2	1	4	6	1	2	4	5	14	3	4	4	2	2	2	2	4	11	9	7	11	1	2	1	2	3	1	3	4	1	3	17	43	28	17	17	15	142	22	25	495	79	32	17	23	12	1	4	3	1	1	5	6	9	9	13	23	28	15	13	44	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#MacBook	2009053121	2010011021
7	4	1	3	1	2	2	4	5	9	9	10	7	7	3	4	8	11	9	10	5	10	4	3	1	4	3	2	9	5	4	7	28	29	23	30	32	34	22	48	93	122	224	112	77	43	21	16	15	8	9	6	10	11	11	16	25	17	9	16	16	14	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#MichaelJackson	2009053121	2010020819
7	3	5	7	3	4	7	5	7	15	5	7	11	4	2	5	3	1	9	13	11	9	13	2	2	1	4	4	2	4	5	2	4	18	47	33	18	23	24	151	26	25	501	80	33	18	23	12	2	1	4	6	1	1	5	7	10	11	15	24	29	15	13	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#OFA	2009053121	2010011820
5	4	4	2	1	2	1	3	3	1	5	7	7	7	4	5	4	6	7	10	10	8	2	5	4	4	11	10	2	14	5	4	4	11	11	10	5	13	10	14	76	186	175	73	32	38	14	4	4	8	4	5	2	4	1	5	3	14	18	12	13	5	14	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#Oregon	2009053121	2010011022
1	3	1	2	3	2	5	5	10	9	12	9	7	3	4	10	11	10	10	5	10	4	3	1	4	3	4	9	6	4	7	29	30	24	31	32	35	22	48	93	122	224	113	78	43	22	16	15	8	9	6	11	11	12	17	26	18	9	17	16	14	13	13	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#Raiders	2009053121	2010013121
4	2	5	2	5	3	2	4	3	7	10	8	4	16	10	1	4	6	6	10	6	1	1	1	5	1	2	3	4	5	9	4	10	9	16	9	12	17	17	11	33	66	175	86	44	12	13	7	6	2	4	9	9	8	13	14	10	16	8	9	9	22	22	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#Senate	2009053121	2010011818
10	2	5	4	5	2	1	2	1	4	3	2	6	7	8	8	5	5	4	8	8	10	10	11	3	7	4	4	11	10	2	14	6	4	5	12	12	10	5	15	10	15	77	186	175	73	32	38	14	4	4	8	4	5	2	4	1	5	5	18	19	14	15	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#Skype	2009053121	2010011819
2	5	4	5	2	1	2	1	4	4	2	6	7	9	9	6	5	4	8	9	10	10	12	4	7	4	4	11	10	3	15	7	5	5	12	12	10	9	22	10	15	78	188	175	73	32	38	14	5	5	8	4	5	2	5	1	6	7	18	20	15	15	6	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#SnowLeopard	2009053121	2009091321
2	2	3	2	1	1	5	4	4	1	9	3	3	4	6	5	5	5	6	7	5	5	7	3	4	2	7	1	5	3	4	2	6	4	9	22	16	34	9	11	5	27	110	73	72	61	22	16	5	7	10	8	8	13	21	27	26	24	17	13	21	28	21	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#So	2009053121	2010020819
3	6	3	9	4	5	8	6	8	18	5	10	15	13	3	6	5	5	9	16	14	14	15	4	3	1	4	4	2	4	5	2	8	19	48	34	21	26	25	152	28	26	502	82	35	21	24	12	6	1	4	6	1	1	5	12	13	17	18	24	32	17	14	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#TdF	2009053121	2010020820
6	3	9	4	5	8	6	8	18	5	10	15	13	3	6	5	5	9	16	14	14	15	4	3	1	4	4	2	4	5	2	8	19	48	34	21	27	25	152	28	26	502	83	35	21	24	12	6	2	4	6	2	2	7	12	13	18	19	25	32	17	14	48	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#TomTom	2009053121	2010010313
30	24	16	12	11	8	1	4	3	3	4	1	2	1	2	3	3	2	2	6	5	1	5	8	2	8	7	11	4	3	4	2	2	2	3	2	19	57	73	67	12	33	51	20	20	35	33	41	28	11	15	17	5	11	5	1	2	3	3	12	10	6	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#VaiCorinthians	2009053121	2010020820
6	3	9	4	5	8	6	8	18	5	10	17	13	3	6	5	5	10	16	14	14	15	4	3	1	4	4	2	5	5	2	9	19	48	35	21	27	25	152	29	26	502	84	35	22	24	12	6	2	4	6	2	2	7	12	13	18	19	25	32	17	14	48	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#VampireBite	2009053121	2010010716
11	17	3	5	9	2	11	3	2	1	4	2	7	3	2	7	13	11	15	12	16	9	15	7	8	4	5	9	6	3	1	3	3	5	4	5	21	32	20	19	22	20	28	33	21	34	15	12	16	12	10	2	2	7	1	6	3	5	4	8	11	4	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#Veterans	2009053121	2010020819
3	6	3	9	4	5	8	6	8	18	5	10	17	13	3	6	5	5	11	16	14	15	15	5	3	2	4	4	2	5	5	2	9	19	48	35	21	28	25	153	29	26	503	84	35	22	24	12	6	2	4	6	2	2	7	12	13	18	19	25	32	17	14	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#WeirdAl	2009053121	2009061620
4	7	4	11	11	7	4	3	3	5	2	3	1	3	2	1	2	1	2	3	4	7	2	3	7	1	23	6	1	2	1	2	1	3	4	3	1	2	5	2	4	8	238	16	1	1	3	1	1	1	4	1	1	1	5	2	2	3	2	1	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#Windows7	2009053121	2010020819
3	6	3	9	4	5	8	6	8	18	5	10	17	13	4	6	5	6	11	17	14	15	15	5	3	2	5	4	2	5	5	4	9	19	49	36	22	29	25	153	31	26	504	85	35	22	24	12	6	2	4	6	3	2	7	15	14	20	20	25	32	17	14	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#astros	2009053121	2010013122
3	7	4	6	5	4	6	6	12	12	13	6	19	13	1	9	8	11	13	7	4	1	3	5	1	3	3	5	6	10	6	15	21	25	13	26	23	21	14	36	68	178	89	44	12	19	9	7	4	5	13	10	13	16	16	15	21	11	10	14	24	28	36	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#babealert	2009053121	2010020819
3	8	3	9	4	5	8	6	8	18	5	10	17	13	4	6	5	6	16	17	16	21	16	5	4	2	5	4	2	5	5	4	9	19	49	38	23	31	31	156	31	33	507	87	36	22	24	12	7	2	4	6	3	2	8	15	15	20	20	25	32	17	14	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#bb11	2009053121	2009091522
7	10	9	9	13	22	28	26	24	19	16	21	28	24	22	27	24	18	69	42	41	36	7	13	5	5	7	5	7	8	17	33	19	22	12	12	20	34	26	32	39	112	140	93	41	29	13	13	3	3	5	8	11	14	21	20	23	21	19	23	20	22	14	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#bbcqt	2009053121	2009102218
12	12	6	6	9	6	13	8	15	6	17	18	18	10	23	18	15	12	20	15	12	20	2	12	10	7	21	21	23	27	13	21	30	29	43	57	66	66	66	115	116	509	1334	221	75	26	14	12	12	20	31	26	46	47	74	69	70	65	49	55	57	52	45	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#bestadvice	2009053121	2010011017
5	9	5	1	4	4	2	3	1	5	2	6	6	12	11	12	9	9	6	6	11	13	11	10	5	11	4	4	1	4	3	4	9	8	4	8	30	31	60	162	847	1587	1592	1502	1180	987	739	658	582	389	199	139	115	80	75	88	87	97	74	136	188	198	161	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#bigbrother	2009053121	2010011016
8	5	10	5	1	4	4	2	3	1	5	2	6	6	12	11	12	10	10	6	6	11	13	11	10	5	11	4	4	1	4	3	4	9	8	4	8	30	31	60	162	847	1588	1592	1502	1180	987	739	658	582	389	199	139	115	81	75	88	87	98	74	136	188	199	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#blogwell	2009053121	2010021117
7	12	14	4	9	4	4	5	3	10	13	11	16	8	20	21	15	33	21	14	17	14	11	16	16	14	8	6	9	7	11	7	13	6	6	10	23	14	3	19	16	25	81	129	18	13	9	7	12	14	8	10	7	7	7	7	7	8	7	12	9	2	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#chrome	2009053121	2010011016
9	5	10	5	1	5	4	2	3	1	6	3	6	6	12	13	12	10	10	7	7	11	13	12	10	5	11	4	4	1	4	4	4	9	8	4	8	30	33	61	164	848	1591	1592	1503	1181	987	739	658	582	389	199	141	115	82	76	88	87	99	75	137	188	200	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#congress	2009053121	2010011019
5	1	5	4	2	3	1	6	3	6	7	12	13	12	10	10	7	7	11	13	12	10	5	11	4	4	1	4	4	4	9	8	4	8	30	33	63	164	848	1591	1592	1503	1183	987	740	658	582	389	200	141	116	83	76	88	87	99	75	137	188	200	162	224	238	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#coolbandsmadeuncool	2009053121	2009062611
2	4	4	4	3	4	4	12	5	7	9	5	1	3	2	1	1	4	3	2	2	7	4	12	18	79	92	48	56	31	21	9	7	15	13	9	17	9	12	8	18	28	35	26	32	22	19	26	15	20	37	26	11	14	13	6	4	6	4	3	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#cop15	2009053121	2010011017
7	11	5	2	5	5	6	4	1	6	5	7	8	13	17	12	10	11	8	10	12	17	12	12	6	11	7	5	1	4	5	4	11	8	6	8	31	35	64	164	849	1591	1593	1504	1186	987	740	660	582	389	200	141	116	84	78	88	87	99	75	138	189	201	163	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#discovery	2009053121	2010011019
5	2	5	5	6	4	1	6	5	7	8	13	17	12	10	11	8	10	12	17	12	12	6	11	7	5	1	4	5	4	11	8	6	8	31	35	64	164	849	1591	1593	1504	1187	987	740	661	582	389	200	141	116	84	78	88	88	99	75	139	189	201	163	225	240	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#dontjudgeme	2009053121	2010011016
15	16	14	9	13	10	6	7	4	1	6	5	11	10	17	24	17	16	13	16	15	18	23	18	21	8	18	14	9	4	7	8	4	11	8	8	12	35	41	70	169	853	1597	1595	1509	1193	994	749	665	587	399	208	145	118	85	78	89	90	102	79	144	192	205	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#entourage	2009053121	2010011023
7	4	1	6	5	11	10	17	24	17	16	13	16	15	18	23	18	21	8	18	14	9	4	7	8	4	11	8	8	12	35	41	70	169	853	1597	1595	1509	1193	994	749	665	588	399	208	145	118	85	78	89	90	102	79	144	192	205	169	229	251	233	174	217	193	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#fact	2008102513	2010011016
44	33	25	20	22	20	7	11	10	4	10	12	31	29	48	54	42	29	20	33	29	26	33	31	29	24	31	24	16	16	15	10	11	14	12	15	16	44	51	87	198	878	1626	1622	1532	1219	1024	773	677	616	417	220	154	127	92	82	101	105	108	88	150	209	217	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
